"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
482,"sludge-wave","poison","95",10,"100",0,"all-other-pokemon","special","Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","10","damage+ailment","poison",,,,,0,0,0,10,0,0,"The user strikes everything around it
by swamping the area with a giant sludge wave.
This may also poison those hit.",,,,
483,"quiver-dance","bug",,20,,0,"user","status","Raises the user's Special Attack, Special Defense, and Speed by one stage each.","Raises the user's [Special Attack]{mechanic:special-attack}, [Special Defense]{mechanic:special-defense}, and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user lightly performs a beautiful,
mystic dance. This boosts the user’s
Sp. Atk, Sp. Def, and Speed stats.","6",,,"1"
484,"heavy-slam","steel",,10,"100",0,"selected-pokemon","physical","Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts [regular damage]{mechanic:regular-damage}.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to",,"damage","none",,,,,0,0,0,0,0,0,"The user slams into the target with its
heavy body. The more the user outweighs
the target, the greater the move’s power.",,,,
485,"synchronoise","psychic","120",10,"100",0,"all-other-pokemon","special","Hits any Pokémon that shares a type with the user.","Inflicts [regular damage]{mechanic:regular-damage}.  Only Pokémon that share a type with the user will take damage from this move.",,"damage","none",,,,,0,0,0,0,0,0,"Using an odd shock wave, the user
inflicts damage on any Pokémon of the same
type in the area around it.",,,,
486,"electro-ball","electric",,10,"100",0,"selected-pokemon","special","Power is higher when the user has greater Speed than the target, up to a maximum of 150.","Inflicts [regular damage]{mechanic:regular-damage}.  The greater the user's [Speed]{mechanic:speed} compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------",,"damage","none",,,,,0,0,0,0,0,0,"The user hurls an electric orb
at the target. The faster the user is
than the target, the greater the move’s power.",,,,
487,"soak","water",,20,"100",0,"selected-pokemon","status","Changes the target's type to Water.","Changes the target to pure []{type:water}-type until it leaves the field.  If the target has []{ability:multitype}, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"The user shoots a torrent of water
at the target and changes
the target’s type to Water.",,,,
488,"flame-charge","fire","50",20,"100",0,"selected-pokemon","physical","Inflicts regular damage.  Raises the user's Speed by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Raises the user's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+raise","none",,,,,0,0,0,0,0,100,"Cloaking itself in flame, the user attacks.
Then, building up more power,
the user raises its Speed stat.","6",,,"1"
489,"coil","poison",,20,,0,"user","status","Raises the user's Attack, Defense, and accuracy by one stage each.","Raises the user's [Attack]{mechanic:attack}, [Defense]{mechanic:defense}, and [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage} each.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user coils up and concentrates.
This raises its Attack and Defense stats
as well as its accuracy.","3",,,"1"
490,"low-sweep","fighting","65",20,"100",0,"selected-pokemon","physical","Lowers the target's Speed by one stage.","Lowers the target's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user makes a swift attack on the target’s legs,
which lowers the target’s Speed stat.","6",,,"-1"
491,"acid-spray","poison","40",20,"100",0,"selected-pokemon","special","Lowers the target's Special Defense by two stages.","Inflicts [regular damage]{mechanic:regular-damage}.  Lowers the target's [Special Defense]{mechanic:special-defense} by two [stages]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user spits fluid that works to melt
the target. This harshly lowers
the target’s Sp. Def stat.","5",,,"-2"
492,"foul-play","dark","95",15,"100",0,"selected-pokemon","physical","Calculates damage with the target's attacking stat.","Inflicts [regular damage]{mechanic:regular-damage}.  Damage is calculated using the target's attacking stat rather than the user's.",,"damage","none",,,,,0,0,0,0,0,0,"The user turns the target’s power
against it. The higher the target’s Attack stat,
the greater the move’s power.",,,,
493,"simple-beam","normal",,15,"100",0,"selected-pokemon","status","Changes the target's ability to Simple.","Changes the target's ability to []{ability:simple}.",,"unique","none",,,,,0,0,0,0,0,0,"The user’s mysterious psychic wave
changes the target’s Ability to Simple.",,,,
494,"entrainment","normal",,15,"100",0,"selected-pokemon","status","Copies the user's ability onto the target.","Changes the target's ability to match the user's.  This effect ends when the target leaves battle.",,"unique","none",,,,,0,0,0,0,0,0,"The user dances with an odd rhythm that
compels the target to mimic it, making the
target’s Ability the same as the user’s.",,,,
495,"after-you","normal",,15,,0,"selected-pokemon","status","Makes the target act next this turn.","The target will act next this turn, regardless of [Speed]{mechanic:speed} or move priority.
If the target has already acted this turn, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"The user helps the target and makes it
use its move right after the user.",,,,
496,"round","normal","60",15,"100",0,"selected-pokemon","special","Has double power if it's used more than once per turn.","Inflicts [regular damage]{mechanic:regular-damage}.  If []{move:round} has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks the target with a song.
Others can join in the Round and make
the attack do greater damage.",,,,
497,"echoed-voice","normal","40",15,"100",0,"selected-pokemon","special","Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","Inflicts [regular damage]{mechanic:regular-damage}.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks the target with an
echoing voice. If this move is used
every turn, it does greater damage.",,,,
498,"chip-away","normal","70",20,"100",0,"selected-pokemon","physical","Ignores the target's stat modifiers.","Inflicts [regular damage]{mechanic:regular-damage}.  Damage calculation ignores the target's [stat modifiers]{mechanic:stat-modifiers}, including [evasion]{mechanic:evasion}.",,"damage","none",,,,,0,0,0,0,0,0,"Looking for an opening, the user strikes
consistently. The target’s stat changes
don’t affect this attack’s damage.",,,,
499,"clear-smog","poison","50",15,,0,"selected-pokemon","special","Removes all of the target's stat modifiers.","Inflicts [regular damage]{mechanic:regular-damage}.  All of the target's [stat modifiers]{mechanic:stat-modifiers} are reset to zero.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks by throwing a clump of
special mud. All stat changes are
returned to normal.",,,,
500,"stored-power","psychic","20",10,"100",0,"selected-pokemon","special","Power is higher the more the user's stats have been raised, to a maximum of 31×.","Inflicts [regular damage]{mechanic:regular-damage}.  Power is increased by 100% its original value for every [stage]{mechanic:stage} any of the user's stats have been raised.  [Accuracy]{mechanic:accuracy}, [evasion]{mechanic:evasion}, and lowered stats d",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks the target with stored
power. The more the user’s stats are
raised, the greater the move’s power.",,,,
501,"quick-guard","fighting",,15,,3,"users-field","status","Prevents any priority moves from hitting friendly Pokémon this turn.","Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will [fail]{mechanic:fail}.

This move cannot be selected by []{move:assist} or []{move:metronome}.",,"field-effect","none",,,,,0,0,0,0,0,0,"The user protects itself and its allies
from priority moves.",,,,
502,"ally-switch","psychic",,15,,1,"user","status","User switches places with the friendly Pokémon opposite it.","User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"The user teleports using a strange
power and switches places with one of
its allies.",,,,
503,"scald","water","80",15,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","30","damage+ailment","burn",,,,,0,0,0,30,0,0,"The user shoots boiling hot water at
its target. This may also leave the target
with a burn.",,,,
504,"shell-smash","normal",,15,,0,"user","status","Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.","Raises the user's [Attack]{mechanic:attack}, [Special Attack]{mechanic:special-attack}, and [Speed]{mechanic:speed} by two [stages]{mechanic:stage} each.  Lowers the user's [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} by one",,"unique","none",,,,,0,0,0,0,0,0,"The user breaks its shell, which lowers
Defense and Sp. Def stats but sharply
raises its Attack, Sp. Atk, and Speed stats.",,,,
505,"heal-pulse","psychic",,10,,0,"selected-pokemon","status","Heals the target for half its max HP.","Heals the target for half its max [HP]{mechanic:hp}.",,"heal","none",,,,,0,50,0,0,0,0,"The user emits a healing pulse which
restores the target’s HP by up to
half of its max HP.",,,,
506,"hex","ghost","65",10,"100",0,"selected-pokemon","special","Has double power if the target has a major status ailment.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target has a [major status ailment]{mechanic:major-status-ailment}, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"This relentless attack does massive
damage to a target affected
by status conditions.",,,,
507,"sky-drop","flying","60",10,"100",0,"selected-pokemon","physical","Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts [regular damage]{mechanic:regular-damage}.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and endin",,"damage","none",,,,,0,0,0,0,0,0,"The user takes the target into the sky,
then drops it during the next turn.
The target cannot attack while in the sky.",,,,
508,"shift-gear","steel",,10,,0,"user","status","Raises the user's Attack by one stage and its Speed by two stages.","Raises the user's [Attack]{mechanic:attack} by one [stage]{mechanic:stage} and its [Speed]{mechanic:speed} by two stages.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user rotates its gears, raising its
Attack and sharply raising its Speed.","2",,,"1"
509,"circle-throw","fighting","60",10,"90",-6,"selected-pokemon","physical","Ends wild battles.  Forces trainers to switch Pokémon.","Inflicts [regular damage]{mechanic:regular-damage}, then [switches]{mechanic:switch-out} the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of []{move:ingrain} or []{ability:suction-cups}, or it",,"damage","none",,,,,0,0,0,0,0,0,"The target is thrown, and a different
Pokémon is dragged out. In the wild,
this ends a battle against a single Pokémon.",,,,
510,"incinerate","fire","60",15,"100",0,"all-opponents","special","Destroys the target's held berry.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [holding]{mechanic:held-item} a [berry]{mechanic:berry}, it's destroyed and cannot be used in response to this move.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks opposing Pokémon with fire.
If a Pokémon is holding a certain item, such as a
Berry, the item becomes burned up and unusable.",,,,
511,"quash","dark",,15,"100",0,"selected-pokemon","status","Makes the target act last this turn.","Forces the target to act last this turn, regardless of [Speed]{mechanic:speed} or move [priority]{mechanic:priority}.  If the target has already acted this turn, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"The user suppresses the target and
makes its move go last.",,,,
512,"acrobatics","flying","55",15,"100",0,"selected-pokemon","physical","Has double power if the user has no held item.","Inflicts [regular damage]{mechanic:regular-damage}.  If the user has no [held item]{mechanic:held-item}, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user nimbly strikes the target.
If the user is not holding an item,
this attack inflicts massive damage.",,,,
513,"reflect-type","normal",,15,,0,"selected-pokemon","status","User becomes the target's type.","User's type changes to match the target's.",,"unique","none",,,,,0,0,0,0,0,0,"The user reflects the target’s type,
making it the same type as the target.",,,,
514,"retaliate","normal","70",5,"100",0,"selected-pokemon","physical","Has double power if a friendly Pokémon fainted last turn.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon fainted on the previous turn, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user gets revenge for a fainted ally.
If an ally fainted in the previous turn,
this move becomes more powerful.",,,,
515,"final-gambit","fighting",,5,"100",0,"selected-pokemon","special","Inflicts damage equal to the user's remaining HP.  User faints.","Inflicts damage equal to the user's remaining [HP]{mechanic:hp}.  User faints.",,"damage","none",,,,,0,0,0,0,0,0,"The user risks everything to attack its
target. The user faints but does damage
equal to its HP.",,,,
516,"bestow","normal",,15,,0,"selected-pokemon","status","Gives the user's held item to the target.","Transfers the user's [held item]{mechanic:held-item} to the target.  If the user has no held item, or the target already has a held item, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"The user passes its held item to the
target when the target isn’t holding
an item.",,,,
517,"inferno","fire","100",5,"50",0,"selected-pokemon","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","100","damage+ailment","burn",,,,,0,0,0,100,0,0,"The user attacks by engulfing the target
in an intense fire. This leaves the target
with a burn.",,,,
518,"water-pledge","water","80",10,"100",0,"selected-pokemon","special","With [Grass Pledge]{move:grass-pledge}, halves opposing Pokémon's Speed for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used []{move:grass-pledge} earlier this turn, all opposing Pokémon have halved [Speed]{mechanic:speed} for four turns (including this one).",,"damage","none",,,,,0,0,0,0,0,0,"A column of water strikes the target. When
combined with its fire equivalent, the
damage increases and a rainbow appears.",,,,
519,"fire-pledge","fire","80",10,"100",0,"selected-pokemon","special","With [Water Pledge]{move:water-pledge}, doubles the effect chance of friendly Pokémon's moves for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used []{move:water-pledge} earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",,"damage","none",,,,,0,0,0,0,0,0,"A column of fire hits the target. When used with
its grass equivalent, its damage increases and
a vast sea of fire appears.",,,,
520,"grass-pledge","grass","80",10,"100",0,"selected-pokemon","special","With [Fire Pledge]{move:fire-pledge}, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used []{move:fire-pledge} earlier this turn, all opposing Pokémon will take 1/8 their max [HP]{mechanic:hp} in damage at the end of every turn for four turns (including this one)",,"damage","none",,,,,0,0,0,0,0,0,"A column of grass hits the target. When used with
its water equivalent, its damage increases and
a vast swamp appears.",,,,
521,"volt-switch","electric","70",20,"100",0,"selected-pokemon","special","User must switch out after attacking.","Inflicts [regular damage]{mechanic:regular-damage}, then the user immediately [switches out]{mechanic:switches-out}, and the trainer selects a replacement Pokémon from the party.  If the target [faint]{mechanic:faint}s from this attack, the user's traine",,"damage","none",,,,,0,0,0,0,0,0,"After making its attack, the user
rushes back to switch places with
a party Pokémon in waiting.",,,,
522,"struggle-bug","bug","50",20,"100",0,"all-opponents","special","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"While resisting, the user attacks the
opposing Pokémon. This lowers the
Sp. Atk stat of those hit.","4",,,"-1"
523,"bulldoze","ground","60",20,"100",0,"all-other-pokemon","physical","Has a $effect_chance% chance to lower the target's Speed by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user strikes everything around it
by stomping down on the ground.
This lowers the Speed stat of those hit.","6",,,"-1"
524,"frost-breath","ice","60",10,"90",0,"selected-pokemon","special","Always scores a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  Always scores a [critical hit]{mechanic:critical-hit}.","100","damage","none",,,,,0,0,6,100,0,0,"The user blows its cold breath on the
target. This attack always results in
a critical hit.",,,,
525,"dragon-tail","dragon","60",10,"90",-6,"selected-pokemon","physical","Ends wild battles.  Forces trainers to switch Pokémon.","Inflicts [regular damage]{mechanic:regular-damage}, then [switches]{mechanic:switch-out} the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of []{move:ingrain} or []{ability:suction-cups}, or it",,"damage","none",,,,,0,0,0,0,0,0,"The target is knocked away, and a different
Pokémon is dragged out. In the wild,
this ends a battle against a single Pokémon.",,,,
526,"work-up","normal",,30,,0,"user","status","Raises the user's Attack and Special Attack by one stage each.","Raises the user's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage} each.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user is roused, and its Attack
and Sp. Atk stats increase.","4",,,"1"
527,"electroweb","electric","55",15,"95",0,"all-opponents","special","Lowers the target's Speed by one stage.","Lowers the target's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user attacks and captures opposing
Pokémon using an electric net.
This lowers their Speed stat.","6",,,"-1"
528,"wild-charge","electric","90",15,"100",0,"selected-pokemon","physical","User receives 1/4 the damage it inflicts in recoil.","Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/4 the damage it inflicts in recoil.",,"damage","none",,,,,-25,0,0,0,0,0,"The user shrouds itself in electricity
and smashes into its target.
This also damages the user a little.",,,,
529,"drill-run","ground","80",10,"95",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user crashes into its target while
rotating its body like a drill.
Critical hits land more easily.",,,,
530,"dual-chop","dragon","40",15,"90",0,"selected-pokemon","physical","Hits twice in one turn.","Inflicts [regular damage]{mechanic:regular-damage}.  Hits twice in one turn.",,"damage","none","2","2",,,0,0,0,0,0,0,"The user attacks its target by hitting
it with brutal strikes.
The target is hit twice in a row.",,,,
531,"heart-stamp","psychic","60",25,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","30","damage","none",,,,,0,0,0,0,30,0,"The user unleashes a vicious blow after
its cute act makes the target less wary.
This may also make the target flinch.",,,,
532,"horn-leech","grass","75",10,"100",0,"selected-pokemon","physical","Drains half the damage inflicted to heal the user.","Inflicts [regular damage]{mechanic:regular-damage}.  [Drains]{mechanic:drain} half the damage inflicted to heal the user.",,"damage+heal","none",,,,,50,0,0,0,0,0,"The user drains the target’s energy with
its horns. The user’s HP is restored
by half the damage taken by the target.",,,,
533,"sacred-sword","fighting","90",15,"100",0,"selected-pokemon","physical","Ignores the target's stat modifiers.","Inflicts [regular damage]{mechanic:regular-damage}.  Damage calculation ignores the target's [stat modifiers]{mechanic:stat-modifiers}, including [evasion]{mechanic:evasion}.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks by slicing with a long
horn. The target’s stat changes
don’t affect this attack’s damage.",,,,
534,"razor-shell","water","75",10,"95",0,"selected-pokemon","physical","Has a $effect_chance% chance to lower the target's Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.","50","damage+lower","none",,,,,0,0,0,0,0,50,"The user cuts its target with sharp
shells. This may also lower
the target’s Defense stat.","3",,,"-1"
535,"heat-crash","fire",,10,"100",0,"selected-pokemon","physical","Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts [regular damage]{mechanic:regular-damage}.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to",,"damage","none",,,,,0,0,0,0,0,0,"The user slams its target with its flame-
covered body. The more the user outweighs
the target, the greater the move’s power.",,,,
536,"leaf-tornado","grass","65",10,"90",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's accuracy by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.","50","damage+lower","none",,,,,0,0,0,0,0,50,"The user attacks its target by
encircling it in sharp leaves. This attack
may also lower the target’s accuracy.","7",,,"-1"
537,"steamroller","bug","65",20,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target [flinch]{mechanic:flinch}.

Power is doubled against Pokémon that have used []{move:minimize} since entering the [field]{mechanic:field}.","30","damage","none",,,,,0,0,0,0,30,0,"The user crushes its targets by rolling
over them with its rolled-up body.
This may also make the target flinch.",,,,
538,"cotton-guard","grass",,10,,0,"user","status","Raises the user's Defense by three stages.","Raises the user's [Defense]{mechanic:defense} by three [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user protects itself by wrapping
its body in soft cotton, which drastically
raises the user’s Defense stat.","3",,,"3"
539,"night-daze","dark","85",10,"95",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's accuracy by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.","40","damage+lower","none",,,,,0,0,0,0,0,40,"The user lets loose a pitch-black shock
wave at its target. This may also lower the
target’s accuracy.","7",,,"-1"
540,"psystrike","psychic","100",10,"100",0,"selected-pokemon","special","Inflicts damage based on the target's Defense, not Special Defense.","Inflicts [regular damage]{mechanic:regular-damage}.  Damage calculation always uses the target's [Defense]{mechanic:defense}, regardless of this move's damage class.",,"damage","none",,,,,0,0,0,0,0,0,"The user materializes an odd
psychic wave to attack the target.
This attack does physical damage.",,,,
541,"tail-slap","normal","25",10,"85",0,"selected-pokemon","physical","Hits 2-5 times in one turn.","Inflicts [regular damage]{mechanic:regular-damage}.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,"damage","none","2","5",,,0,0,0,0,0,0,"The user attacks by striking the target
with its hard tail. It hits the target two
to five times in a row.",,,,
542,"hurricane","flying","110",10,"70",0,"selected-pokemon","special","Has a $effect_chance% chance to confuse the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.

This move can hit Pokémon under the effect of []{move:bounce}, []{move:fly}, or []{move:sky-drop}.

During []{move:rain-danc","30","damage+ailment","confusion",,,"2","5",0,0,0,30,0,0,"The user attacks by wrapping its opponent
in a fierce wind that flies up into the sky.
This may also confuse the target.",,,,
543,"head-charge","normal","120",15,"100",0,"selected-pokemon","physical","User receives 1/4 the damage it inflicts in recoil.","Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/4 the damage it inflicts in recoil.",,"damage","none",,,,,-25,0,0,0,0,0,"The user charges its head into its
target, using its powerful guard hair.
This also damages the user a little.",,,,
544,"gear-grind","steel","50",15,"85",0,"selected-pokemon","physical","Hits twice in one turn.","Inflicts [regular damage]{mechanic:regular-damage}.  Hits twice in one turn.",,"damage","none","2","2",,,0,0,0,0,0,0,"The user attacks by throwing
steel gears at its target twice.",,,,
545,"searing-shot","fire","100",5,"100",0,"all-other-pokemon","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","30","damage+ailment","burn",,,,,0,0,0,30,0,0,"The user torches everything around it
with an inferno of scarlet flames.
This may also leave those hit with a burn.",,,,
546,"techno-blast","normal","120",5,"100",0,"selected-pokemon","special","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts [regular damage]{mechanic:regular-damage}.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both []{move:techno-blast} and []{move:judgment}, howeve",,"damage","none",,,,,0,0,0,0,0,0,"The user fires a beam of light at
its target. The move’s type changes
depending on the Drive the user holds.",,,,
547,"relic-song","normal","75",10,"100",0,"all-opponents","special","Has a $effect_chance% chance to put the target to sleep.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to put the target to [sleep]{mechanic:sleep}.
If the user is a []{pokemon:meloetta}, it will toggle between Aria and Pirouette Forme.","10","damage+ailment","sleep",,,"2","4",0,0,0,10,0,0,"The user sings an ancient song and attacks
by appealing to the hearts of the listening
opposing Pokémon. This may also induce sleep.",,,,
548,"secret-sword","fighting","85",10,"100",0,"selected-pokemon","special","Inflicts damage based on the target's Defense, not Special Defense.","Inflicts [regular damage]{mechanic:regular-damage}.  Damage calculation always uses the target's [Defense]{mechanic:defense}, regardless of this move's damage class.",,"damage","none",,,,,0,0,0,0,0,0,"The user cuts with its long horn. The odd
power contained in the horn does physical
damage to the target.",,,,
549,"glaciate","ice","65",10,"95",0,"all-opponents","special","Lowers the target's Speed by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Lowers the target's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user attacks by blowing freezing
cold air at opposing Pokémon.
This lowers their Speed stat.","6",,,"-1"
550,"bolt-strike","electric","130",5,"85",0,"selected-pokemon","physical","Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","20","damage+ailment","paralysis",,,,,0,0,0,20,0,0,"The user surrounds itself with a great amount
of electricity and charges its target.
This may also leave the target with paralysis.",,,,
551,"blue-flare","fire","130",5,"85",0,"selected-pokemon","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","20","damage+ailment","burn",,,,,0,0,0,20,0,0,"The user attacks by engulfing the target
in an intense, yet beautiful, blue flame.
This may also leave the target with a burn.",,,,
552,"fiery-dance","fire","80",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to raise the user's Special Attack by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to raise the user's [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage}.","50","damage+raise","none",,,,,0,0,0,0,0,50,"Cloaked in flames, the user dances
and flaps its wings. This may also
raise the user’s Sp. Atk stat.","4",,,"1"
553,"freeze-shock","ice","140",5,"90",0,"selected-pokemon","physical","Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.  User charges for one turn before attacking.","30","damage+ailment","paralysis",,,,,0,0,0,30,0,0,"On the second turn, the user hits the
target with electrically charged ice.
This may also leave the target with paralysis.",,,,
554,"ice-burn","ice","140",5,"90",0,"selected-pokemon","special","Requires a turn to charge before attacking.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  User charges for one turn before attacking.","30","damage+ailment","burn",,,,,0,0,0,30,0,0,"On the second turn, an ultracold,
freezing wind surrounds the target.
This may leave the target with a burn.",,,,
