"id","identifier","species_id","height","weight","gender_rate","flavor_text"
572,"minccino",572,4,58,6,"These Pokémon prefer a tidy habitat. They are
always sweeping and dusting, using their tails
as brooms."
573,"cinccino",573,5,75,6,"Cinccino’s body is coated in a special oil that helps
it deflect attacks, such as punches."
574,"gothita",574,4,58,6,"They intently observe both Trainers and Pokémon.
Apparently, they are looking at something that only
Gothita can see."
575,"gothorita",575,7,180,6,"According to many old tales, it creates friends for
itself by controlling sleeping children on
starry nights."
576,"gothitelle",576,15,440,6,"They can predict the future from the placement and
movement of the stars. They can see Trainers’
life spans."
577,"solosis",577,3,10,4,"They drive away attackers by unleashing psychic
power. They can use telepathy to talk with others."
578,"duosion",578,6,80,4,"When their two divided brains think the same
thoughts, their psychic power is maximized."
579,"reuniclus",579,10,201,4,"When Reuniclus shake hands, a network forms
between their brains, increasing their
psychic power."
580,"ducklett",580,5,55,4,"They are better at swimming than flying, and they
happily eat their favorite food, peat moss, as they
dive underwater."
581,"swanna",581,13,242,4,"Swanna start to dance at dusk. The one dancing in
the middle is the leader of the flock."
582,"vanillite",582,4,57,4,"This Pokémon formed from icicles bathed in energy
from the morning sun. It sleeps buried in snow."
583,"vanillish",583,11,410,4,"Snowy mountains are this Pokémon’s habitat.
During an ancient ice age, they moved to
southern areas."
584,"vanilluxe",584,13,575,4,"Swallowing large amounts of water, they make
snow clouds inside their bodies and, when angry,
cause violent blizzards."
585,"deerling",585,6,195,4,"The turning of the seasons changes the color and
scent of this Pokémon’s fur. People use it to mark
the seasons."
586,"sawsbuck",586,19,925,4,"They migrate according to the seasons, so some
people call Sawsbuck the harbingers of spring."
587,"emolga",587,4,50,4,"The energy made in its cheeks’ electric pouches is
stored inside its membrane and released while it
is gliding."
588,"karrablast",588,5,59,4,"For some reason they evolve when they receive
electrical energy while they are attacking Shelmet."
589,"escavalier",589,10,330,4,"These Pokémon evolve by wearing the shell
covering of a Shelmet. The steel armor protects
their whole body."
590,"foongus",590,2,10,4,"It lures Pokémon with its pattern that looks just like
a Poké Ball, then releases poison spores."
591,"amoonguss",591,6,105,4,"It lures prey close by dancing and waving its
arm caps, which resemble Poké Balls, in a
swaying motion."
592,"frillish",592,12,330,4,"If its veil-like arms stun and wrap a foe, that foe will
be dragged miles below the surface, never
to return."
593,"jellicent",593,22,1350,4,"The fate of the ships and crew that wander into
Jellicent’s habitat: all sunken, all lost, all vanished."
594,"alomomola",594,12,316,4,"It gently holds injured and weak Pokémon in its
fins. Its special membrane heals their wounds."
595,"joltik",595,1,6,4,"They attach themselves to large-bodied Pokémon
and absorb static electricity, which they store in an
electric pouch."
596,"galvantula",596,8,143,4,"When attacked, they create an electric barrier by
spitting out many electrically charged threads."
597,"ferroseed",597,6,188,4,"It absorbs the iron it finds in the rock while clinging
to the ceiling. It shoots spikes when in danger."
598,"ferrothorn",598,10,1100,4,"They attach themselves to cave ceilings, firing steel
spikes at targets passing beneath them."
599,"klink",599,3,210,-1,"The two minigears that mesh together are
predetermined. Each will rebound from other
minigears without meshing."
600,"klang",600,6,510,-1,"A minigear and big gear comprise its body. If the
minigear it launches at a foe doesn’t return, it
will die."
601,"klinklang",601,6,810,-1,"Its red core functions as an energy tank. It fires the
charged energy through its spikes into an area."
602,"tynamo",602,2,3,4,"One alone can emit only a trickle of electricity,
so a group of them gathers to unleash a powerful
electric shock."
603,"eelektrik",603,12,220,4,"These Pokémon have a big appetite. When they
spot their prey, they attack it and paralyze it
with electricity."
604,"eelektross",604,21,805,4,"They crawl out of the ocean using their arms.
They will attack prey on shore and immediately drag
it into the ocean."
605,"elgyem",605,5,90,4,"Rumors of its origin are linked to a UFO crash site
in the desert 50 years ago."
606,"beheeyem",606,10,345,4,"It uses psychic power to control an opponent’s
brain and tamper with its memories."
607,"litwick",607,3,31,4,"Litwick shines a light that absorbs the life energy of
people and Pokémon, which becomes the fuel that
it burns."
608,"lampent",608,6,130,4,"It arrives near the moment of death and steals spirit
from the body."
609,"chandelure",609,10,343,4,"The spirits burned up in its ominous flame lose their
way and wander this world forever."
610,"axew",610,6,180,4,"They mark their territory by leaving gashes in trees
with their tusks. If a tusk breaks, a new one grows
in quickly."
611,"fraxure",611,10,360,4,"A broken tusk will not grow back, so it diligently
sharpens its tusks on river rocks after the end of
a battle."
612,"haxorus",612,18,1055,4,"Their sturdy tusks will stay sharp even if used to cut
steel beams. These Pokémon are covered in
hard armor."
613,"cubchoo",613,5,85,4,"Their snot is a barometer of health. When healthy,
their snot is sticky and the power of their ice
moves increases."
614,"beartic",614,26,2600,4,"It freezes its breath to create fangs and claws of ice
to fight with. Cold northern areas are its habitat."
615,"cryogonal",615,11,1480,-1,"They are composed of ice crystals. They capture
prey with chains of ice, freezing the prey at
-148 degrees Fahrenheit."
616,"shelmet",616,4,77,4,"It evolves when bathed in an electric-like energy
along with Karrablast. The reason is still unknown."
617,"accelgor",617,8,253,4,"When its body dries out, it weakens. So, to prevent
dehydration, it wraps itself in many layers of
thin membrane."
618,"stunfisk",618,7,110,4,"It conceals itself in the mud of the seashore.
Then it waits. When prey touch it, it delivers a jolt
of electricity."
619,"mienfoo",619,9,200,4,"In fights, they dominate with onslaughts of flowing,
continuous attacks. With their sharp claws, they
cut enemies."
620,"mienshao",620,14,355,4,"Using the long fur on its arms like whips, it
launches into combo attacks that, once started,
no one can stop."
621,"druddigon",621,16,1390,4,"It warms its body by absorbing sunlight with its
wings. When its body temperature falls, it can no
longer move."
622,"golett",622,10,920,-1,"Ancient science fashioned this Pokémon from clay.
It’s been active for thousands of years."
623,"golurk",623,28,3300,-1,"It flies across the sky at Mach speeds. Removing
the seal on its chest makes its internal energy go
out of control."
624,"pawniard",624,5,102,4,"Ignoring their injuries, groups attack by sinking
the blades that cover their bodies into their prey."
625,"bisharp",625,16,700,4,"Bisharp pursues prey in the company of a large
group of Pawniard. Then Bisharp finishes off
the prey."
626,"bouffalant",626,16,946,4,"Their fluffy fur absorbs damage, even if they strike
foes with a fierce headbutt."
627,"rufflet",627,5,105,0,"They will challenge anything, even strong
opponents, without fear. Their frequent fights help
them become stronger."
628,"braviary",628,15,410,0,"They fight for their friends without any thought
about danger to themselves. One can carry a car
while flying."
629,"vullaby",629,5,90,8,"Their wings are too tiny to allow them to fly.
They guard their posteriors with bones that were
gathered by Mandibuzz."
630,"mandibuzz",630,12,395,8,"Watching from the sky, they swoop to strike
weakened Pokémon on the ground. They decorate
themselves with bones."
631,"heatmor",631,14,580,4,"It draws in air through its tail, transforms it into fire,
and uses it like a tongue. It melts Durant and
eats them."
632,"durant",632,3,330,4,"They attack in groups, covering themselves in steel
armor to protect themselves from Heatmor."
633,"deino",633,8,173,4,"Lacking sight, it’s unaware of its surroundings,
so it bumps into things and eats anything
that moves."
634,"zweilous",634,14,500,4,"After it has eaten up all the food in its territory,
it moves to another area. Its two heads do not
get along."
635,"hydreigon",635,18,1600,4,"It responds to movement by attacking. This scary,
three-headed Pokémon devours everything in
its path!"
636,"larvesta",636,11,288,4,"The base of volcanoes is where they make their
homes. They shoot fire from their five horns to repel
attacking enemies."
637,"volcarona",637,16,460,4,"When volcanic ash darkened the atmosphere, it is
said that Volcarona’s fire provided a replacement
for the sun."
638,"cobalion",638,21,2500,-1,"It has a body and heart of steel. It worked with its
allies to punish people when they hurt Pokémon."
639,"terrakion",639,19,2600,-1,"Spoken of in legend, this Pokémon used its
phenomenal power to destroy a castle in its effort
to protect Pokémon."
640,"virizion",640,20,2000,-1,"Legends say this Pokémon confounded opponents
with its swift movements."
641,"tornadus-incarnate",641,15,630,0,"Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away."
642,"thundurus-incarnate",642,15,610,0,"As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked."
643,"reshiram",643,32,3300,-1,"When Reshiram’s tail flares, the heat energy moves
the atmosphere and changes the world’s weather."
644,"zekrom",644,29,3450,-1,"Concealing itself in lightning clouds, it flies
throughout the Unova region. It creates electricity
in its tail."
645,"landorus-incarnate",645,15,680,0,"From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant."
646,"kyurem",646,30,3250,-1,"It generates a powerful, freezing energy inside
itself, but its body became frozen when the energy
leaked out."
647,"keldeo-ordinary",647,14,485,-1,"When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow."
648,"meloetta-aria",648,6,65,-1,"Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it."
649,"genesect",649,15,825,-1,"This Pokémon existed 300 million years ago. Team
Plasma altered it and attached a cannon to its back."
650,"chespin",650,4,90,1,"Such a thick shell of wood covers its head and back
that even a direct hit from a truck wouldn’t faze it."
651,"quilladin",651,7,290,1,"They strengthen their lower bodies by
running into one another. They are very
kind and won’t start fights."
652,"chesnaught",652,16,900,1,"When it takes a defensive posture with its fists
guarding its face, it could withstand a bomb blast."
653,"fennekin",653,4,94,1,"As it walks, it munches on a twig in place
of a snack. It intimidates opponents
by puffing hot air out of its ears."
654,"braixen",654,10,145,1,"When the twig is plucked from its tail,
friction sets the twig alight. The flame
is used to send signals to its allies."
655,"delphox",655,15,390,1,"Using psychic power, it generates a
fiery vortex of 5,400 degrees Fahrenheit,
incinerating foes swept into this whirl of flame."
656,"froakie",656,3,70,1,"It protects its skin by covering its body in
delicate bubbles. Beneath its happy-go-lucky air,
it keeps a watchful eye on its surroundings."
657,"frogadier",657,6,109,1,"Its swiftness is unparalleled.
It can scale a tower of more
than 2,000 feet in a minute’s time."
658,"greninja",658,15,400,1,"It appears and vanishes with a ninja’s grace.
It toys with its enemies using swift movements, while
slicing them with throwing stars of sharpest water."
659,"bunnelby",659,4,50,4,"It has ears like shovels. Digging holes
strengthens its ears so much that they
can sever thick roots effortlessly."
660,"diggersby",660,10,424,4,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.
When it’s finished digging, it lounges lazily."
661,"fletchling",661,3,17,4,"Despite the beauty of its lilting voice, it’s
merciless to intruders that enter its territory."
662,"fletchinder",662,7,160,4,"The hotter the flame sac on its belly,
the faster it can fly, but it takes some
time to get the fire going."
663,"talonflame",663,12,245,4,"When attacking prey, it can reach speeds
of up to 310 mph. It finishes its prey off
with a colossal kick."
664,"scatterbug",664,3,25,4,"The powder that covers its body
regulates its temperature, so it
can live in any region or climate."
665,"spewpa",665,3,84,4,"The beaks of bird Pokémon can’t begin
to scratch its stalwart body.
To defend itself, it spews powder."
666,"vivillon",666,12,170,4,"The patterns on this Pokémon’s wings
depend on the climate and topography
of its habitat. It scatters colorful scales."
667,"litleo",667,6,135,7,"They set off on their own from their pride
and live by themselves to become stronger.
These hot-blooded Pokémon are quick to fight."
668,"pyroar",668,15,815,7,"With fiery breath of more than 10,000 degrees
Fahrenheit, they viciously threaten any challenger.
The females protect the pride’s cubs."
669,"flabebe",669,1,1,8,"When it finds a flower it likes, it dwells on
that flower its whole life long. It floats in the
wind’s embrace with an untroubled heart."
670,"floette",670,2,9,8,"When the flowers of a well-tended flower bed bloom,
it appears and celebrates with an elegant dance."
671,"florges",671,11,100,8,"In times long past, governors of castles
would invite Florges to create flower gardens
to embellish the castle domains."
672,"skiddo",672,9,310,4,"If it has sunshine and water, it doesn’t
need to eat, because it can generate
energy from the leaves on its back."
673,"gogoat",673,17,910,4,"They inhabit mountainous regions.
The leader of the herd is decided by
a battle of clashing horns."
674,"pancham",674,6,80,4,"It does its level best to glare and pull a scary face,
but it can’t help grinning if anyone pats its head."
675,"pangoro",675,21,1360,4,"It charges ahead and bashes its opponents like
a berserker, uncaring about any hits it might take.
Its arms are mighty enough to snap a telephone pole."
676,"furfrou",676,12,280,4,"Historically, in the Kalos region, these Pokémon
were the designated guardians of the king."
677,"espurr",677,3,35,4,"It has enough psychic energy to blast
everything within 300 feet of itself,
but it has no control over its power."
678,"meowstic-male",678,6,85,4,"The eyeball patterns on the interior of its ears
emit psychic energy. It keeps the patterns tightly
covered because that power is too immense."
679,"honedge",679,8,20,4,"If anyone dares to grab its hilt, it wraps
a blue cloth around that person’s arm and
drains that person’s life energy completely."
680,"doublade",680,8,45,4,"The complex attack patterns of its two swords
are unstoppable, even for an opponent
greatly accomplished at swordplay."
681,"aegislash-shield",681,17,530,4,"Apparently, it can detect the innate qualities
of leadership. According to legend, whoever it
recognizes is destined to become king."
682,"spritzee",682,2,5,4,"In the past, rather than using perfume,
royal ladies carried a Spritzee
that would waft a fragrance they liked."
683,"aromatisse",683,8,155,4,"Its scent is so overpowering that, unless a Trainer
happens to really enjoy the smell, he or she will
have a hard time walking alongside it."
684,"swirlix",684,4,35,4,"Because it eats nothing but sweets,
its fur is as sticky sweet as cotton candy."
685,"slurpuff",685,8,50,4,"Its sense of smell is 100 million times better than
a human’s, so even the faintest scent tells it about
everything in the area. It’s like it can see with its nose!"
686,"inkay",686,4,35,4,"It flashes the light-emitting spots on its body,
which drains its opponent’s will to fight.
It takes the opportunity to scuttle away and hide."
687,"malamar",687,15,470,4,"It lures its prey close with hypnotic motions,
then wraps its tentacles around it before
finishing it off with digestive fluids."
688,"binacle",688,5,310,4,"They stretch and then contract, yanking their
rocks along with them in bold hops. They eat
seaweed that washes up on the shoreline."
689,"barbaracle",689,13,960,4,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders."
690,"skrelp",690,5,73,4,"It looks just like rotten kelp. It hides from foes
while storing up power for its evolution."
691,"dragalge",691,18,815,4,"Tales are told of ships that wander into
seas where Dragalge live, never to return."
692,"clauncher",692,5,83,4,"Through controlled explosions of internal gas,
it can expel water like a pistol shot.
At close distances, it can shatter rock."
693,"clawitzer",693,13,353,4,"By expelling water from the nozzle in the back
of its claw, it can move at a speed of 60 knots."
694,"helioptile",694,5,60,4,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight."
695,"heliolisk",695,10,210,4,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds."
696,"tyrunt",696,8,260,1,"Its immense jaws have enough destructive
force that it can chew up an automobile.
It lived 100 million years ago."
697,"tyrantrum",697,25,2700,1,"Nothing could stop this Pokémon
100 million years ago,
so it behaved like a king."
698,"amaura",698,13,252,1,"This calm Pokémon lived in a cold land where
there were no violent predators like Tyrantrum."
699,"aurorus",699,27,2250,1,"Using its diamond-shaped crystals,
it can instantly create a wall of
ice to block an opponent’s attack."
700,"sylveon",700,10,235,1,"It wraps its ribbonlike feelers around
the arm of its beloved Trainer
and walks with him or her."
701,"hawlucha",701,8,215,4,"With its wings, it controls its position in the air.
It likes to attack from above, a maneuver that
is difficult to defend against."
702,"dedenne",702,2,22,4,"It uses its tail to absorb electricity from
power plants or from outlets in houses,
and then it fires the electricity from its whiskers."
703,"carbink",703,3,57,-1,"It has slept underground for hundreds of millions
of years since its birth. It’s occasionally found
during the excavation of caves."
704,"goomy",704,3,28,4,"It’s covered in a slimy membrane that makes
any punches or kicks slide off it harmlessly."
705,"sliggoo",705,8,175,4,"Its four horns are a high-performance radar system.
It uses them to sense sounds and smells,
rather than using ears or a nose."
706,"goodra",706,20,1505,4,"It attacks with retractable horns.
It throws a punch that’s the equivalent
of the force of a hundred pro boxers."
707,"klefki",707,2,30,4,"It never lets go of a key that it likes,
so people give it the keys to vaults and
safes as a way to prevent crime."
708,"phantump",708,4,70,4,"According to old tales, these Pokémon are
stumps possessed by the spirits of
children who died while lost in the forest."
709,"trevenant",709,15,710,4,"Using its roots as a nervous system,
it controls the trees in the forest.
It’s kind to the Pokémon that reside in its body."
710,"pumpkaboo-average",710,4,50,4,"It is said to carry wandering spirits
to the place where they belong
so they can move on."
711,"gourgeist-average",711,9,125,4,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey."
712,"bergmite",712,10,995,4,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains."
713,"avalugg",713,20,5050,4,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice."
714,"noibat",714,5,80,4,"Even a robust wrestler will become
dizzy and unable to stand when exposed
to its 200,000-hertz ultrasonic waves."
715,"noivern",715,15,850,4,"The ultrasonic waves it emits from its ears
can reduce a large boulder to pebbles.
It swoops out of the dark to attack."
716,"xerneas",716,30,2150,-1,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life."
717,"yveltal",717,58,2030,-1,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more."
718,"zygarde",718,50,3050,-1,"It’s hypothesized that it’s monitoring
those who destroy the ecosystem
from deep in the cave where it lives."
719,"diancie",719,7,88,-1,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands."
720,"hoopa",720,5,90,-1,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form."
721,"volcanion",721,17,1950,-1,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain."
